unit_id,sentence,role,prev,next,speakers,targets,source,date,target_l1,sample_score,sampling_reason
_88bbe3d7ce95_u006,"第二是美國反對中國利用文攻武嚇、威脅利誘等各種手段在台灣扶植親中政權,因為這無助台灣未來發展,也影響印太地區的和平穩定,絕非國際社會之福。",claim,"賴清德推測,美方做法代表3項重大意義,第一是美國欲保護台灣得來不易的民主制度,期待下一任台灣總統由民眾自由意志決定,而非受到外力威脅;","第三,賴清德指出,美國肯定總統蔡英文的領導,近幾年讓國際社會上架台灣,台灣此刻應該要勇敢堅持下去跟民主陣營共同合作,發揮威懾的力量,並在全球產業鏈重組時,利用產業優勢為國際社會作出貢獻。",[],[],03_Lai_chinatimes_news,2023-11-14 22:11:00,L1-15,12.3,targeted_gap_filling
_bfae3d8fea3c_u037,"我主張「備戰而不畏戰,能戰而不求戰,我會確保台灣人民享有民主、自由的政治制度與生活方式,台灣自主、兩岸和平,與民主國家共同維繫印太地區的繁榮穩定。」台灣也需要積極承擔責任,爭取國際的支持 台灣是一個堅韌的國家,儘管我們面對各種挑戰。",claim,"這幾年來,台灣因為地緣政治的緊張而被世界關注。","台灣不能沒有台積電,但台灣也不能只有台積電;",[],"[""兩岸|cross-strait""]",02_Ke_chinatimes_news,2023-12-30 14:43:00,L1-15,12.3,targeted_gap_filling
_6a453d3bc097_u008,"賴清德先前到三峽祖師廟及廣行宮參香祈福,他致詞時表示,台灣面對的挑戰,不是來自國內、國際,而是來自鄰居,中國的進步及人民可以過更好的日子,也是台灣人去投資、設廠及發展經濟的結果。",claim,"他強調,莊銘淵一直爭取的,勇敢承擔願在困難選區參選,中央黨部就應支持,既然軍令狀也簽了,一定要全力以赴,他要求莊銘淵的這場選舉一定要選得漂亮。","因此,面對中國的威脅,只有靠自己,就是總統要當選、立委要過半。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],02_Ke_chinatimes_news,2023-10-18 22:28:00,L1-15,12.3,targeted_gap_filling
_08e54e529541_u007,"該人士說,中國毫不掩飾的介選也成為國際媒體關注的焦點,美聯社報導,中國利用軍事威脅、外交壓力、假新聞和對政客的經濟利誘,採取廣泛的戰略來影響台灣選民,以選出支持統一的候選人。",claim,"黨政人士表示,這次大選,中國介選方式可謂無所不用其極,和往年相較,目的和手段都更多元、彈性,除了未曾停止過的文攻武嚇,安排地方里長、社團領袖赴大陸觀光的旅遊介選等,這次選舉期間也特別針對不同年齡、族群進行認知作戰,透過短文、短影音在社群媒體進行操作、擴散,而過往藉由境外內容農場發布謠言的途徑,現在也發現在國內有媒體及特定人士作為在地協力者,成為散布錯假訊息的源頭。","法新社也指出,台灣這段選舉期間,抖音上針對民進黨候選人的虛假和誤導性的影音呈倍數增加。",[],[],02_Ke_chinatimes_news,2024-01-13 20:53:00,L1-15,12.3,targeted_gap_filling
_65b277495d16_u008,"林志潔是科技法律教授,賴清德指出,她能發揮專業協助立法、修法,保護台灣企業關鍵技術及營業秘密,她最了解科技產業,若能進入國會,一定能幫助產業面對國際挑戰,強化國家安全。",claim,"他指出,他與蕭美琴若執政要順利,國會支持非常重要,新竹市立委席次是民進黨能在國會過半的關鍵席次,懇求大家支持民進黨新竹市立委參選人林志潔進入國會,與執政團隊為了新竹市發展、守護台灣一起努力。","透過 Google News 賴清德表示,民進黨秉持跨黨派、跨世代、跨領域,邀請好人才共同承擔台灣責任,懇請民眾不只要支持黨籍新竹市區域立委參選人林志潔,政黨票也要支持民主進步黨。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],02_Ke_chinatimes_news,2023-11-25 16:23:00,L1-15,12.3,targeted_gap_filling
_c979e9abc24c_u005,"賴清德提到,他要向大家拜託,自己有心要守護台灣、守護民眾和繁榮,希望和民眾一起打拚與努力,民進黨在桃園市提名的在場立委參選人范綱祥、彭俊豪、劉仁照,以及現任立委趙正宇都希望大家支持,因為國會過半才能守護台灣,目前台灣也面對數位轉型挑戰及種種社會問題挑戰,所以需要好的領導人與國會支持,最後他祝福關聖帝君保佑每個人身體健康、事業順利、平安幸福。",claim,"賴清德說,自己是百聞不如一見,來大溪見識到大溪非常熱鬧,而歷史傳統是一代又一代,是大家累積下來的成果,他沿途走進來大溪老街,有巴洛克建築、環境也整理很好,他也要對廟方主委、監事感到敬佩,普濟堂不僅是信仰中心,也是民眾的依靠,地方弱勢需要幫忙,廟方都義不容辭幫忙。","鄭文燦也說,大溪是文化的故鄉,大溪有許多台灣味的地方,當市長這8年來大溪老城區獲得中央支持,讓大溪老街變得不一樣,走進大溪老街就是走進歷史,大溪也是神的故鄉,關聖帝君生日眾神都來祝福,30多個社頭從1914年至今100多年遶境沒中斷,要給大溪傳統鼓勵,這是大溪的第2個過年,是生活的一部分,今天祝壽典禮希望眾神保佑,希望台灣經濟、民主、和平都能獲得保障。","[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""民進黨"", ""party"": ""DPP""}]",[],03_Lai_ltn_news,2023-08-10 00:33:55,L1-15,12.3,targeted_gap_filling
_94f190a89430_u005,"郭台銘說,社會不安造成人心不穩,「為什麼求神拜佛、為什麼要問祖先,最主要是心裡不安定」,往後台灣要選擇和平還是戰爭,面臨經濟危機的海嘯可能到來,國家何去何從。",claim,"柯文哲表示,感佩廟宇做了許多公益事業,他的競選歌曲「簡單的人」,呼應他的為人認真打拚,簡簡單單,希望大家都平安成功。","(編輯:黃瑞弘)1121007 學生質疑民進黨貪污惹議 中山大學:珍惜交流空間 蘇貞昌打書不忘選情 高喊賴清德當選國會過半 新北中和成立聯合服務處 柯文哲輔選邱臣遠 柯文哲:藍白合的SOP以民意為基礎 2025/05/23 12:48 2023/10/07 18:28 2023/10/07 16:31 2023/10/07 13:03 2023/10/06 20:18 2023/10/05 18:01 本網站之文字、圖片及影音,非經授權,不得轉載、公開播送或公開傳輸及利用。",[],[],03_Lai_chinatimes_news,2023-10-07 13:03:00,L1-15,12.3,targeted_gap_filling
_010c343bfe08_u007,"吳欣盈說,主權基金可以支撐台灣未來的繁榮,是給人民最好的禮物,政府要相信專業,學習國際經驗,用決心和執行力面對未來挑戰。",claim,"透過 Google News 她說,國際上主權基金有許多成功的案例,端看政府有無決心和擔當,外界可能擔心主權基金的經營績效會否像四大基金一樣,事實上完全不一樣,她提出的主權基金把100%投資海外,不是投入碼頭、機場等高風險投資,是透過資產配置,追求7%到8%的低風險合理報酬,透過儲蓄型主權基金,台灣就能提升人民購買力、打敗通膨,為下一代帶來保障。","台灣已經沒有時間可以浪費了,要設立主權基金不是yes或no的問題,政府要有執行力,台灣需要改變,改變就是現在,把執行力交給最有能力的柯盈配。","[{""name"": ""吳欣盈"", ""party"": ""TPP""}]",[],01_Ho_chinatimes_news,2023-12-22 21:01:00,L1-15,12.3,targeted_gap_filling
_e883ffea8932_u017,"(編輯:謝佳珍)1120723 侯尊韓全代會營造團結氛圍 整合郭台銘仍是挑戰 國民黨中評委黃文章挺郭台銘 黨部:未涉黨紀 傳柯侯郭下週見面 侯友宜:謝謝關心 侯友宜不排斥侯習會 促賴清德說清楚贊成或反對台獨 侯辦疑雲豹與綠營關係深 民進黨:一再抹黑台灣綠能 本網站之文字、圖片及影音,非經授權,不得轉載、公開播送或公開傳輸及利用。",claim,"黨內是否絕無可能「換侯」,洪秀柱笑說:「換柱就好了」。",,"[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""侯友宜"", ""party"": ""KMT""}, {""name"": ""民進黨"", ""party"": ""DPP""}, {""name"": ""國民黨"", ""party"": ""KMT""}, {""name"": ""綠營"", ""party"": ""DPP""}]",[],01_Ho_chinatimes_news,2023-07-23 12:46:00,L1-15,12.3,targeted_gap_filling
_bfae3d8fea3c_u037,"我主張「備戰而不畏戰,能戰而不求戰,我會確保台灣人民享有民主、自由的政治制度與生活方式,台灣自主、兩岸和平,與民主國家共同維繫印太地區的繁榮穩定。」台灣也需要積極承擔責任,爭取國際的支持 台灣是一個堅韌的國家,儘管我們面對各種挑戰。",claim,"這幾年來,台灣因為地緣政治的緊張而被世界關注。","台灣不能沒有台積電,但台灣也不能只有台積電;",[],"[""兩岸|cross-strait""]",01_Ho_chinatimes_news,2023-12-30 14:43:00,L1-15,12.3,targeted_gap_filling
_fb97cf054a9a_u007,"中國經濟困局 專家:恐是今年最大地緣政治風險 董尼德表示,11月美國總統拜登將與習近平舉行「拜習會」,檯面目標是中美關係正常化,避免意外衝突,但中國「沒說出口」的目標是想在台灣議題得分,中方很可能要求美國保證不介入台灣事務。",claim,"董尼德表示,現在中國經濟不佳,實際失業率比官方數據更高,中共為鞏固政權,會更強調處理台灣議題,且台灣半導體與地緣戰略重要性不斷提升,中國目標是成為超越美國的世界霸權,因此台灣已被推上中美競爭最前線。","董尼德認為,目前台灣面臨的威脅相對可控,立刻開戰的危機不大但仍存在,須觀察以色列、哈瑪斯(Hamas)衝突是否擴大並捲入其他穆斯林國家,因為中國也正關注美國兵力是否在中東陷入膠著,這可能成為台海危機升高的變數。",[],[],02_Ke_chinatimes_news,2023-11-01 09:20:00,L1-15,12.3,targeted_gap_filling
_2b505e4f2b05_u006,"事件回顧》盧沙野受訪稱中國人決定台灣命運 失控嗆主持人沒讀書 盧沙野言論挑戰各國團結 歐洲議員:最好送他回家 這番言論激起前蘇聯國家以及國際社會的怒火,因為它等同於否定了從前蘇聯解體國家的主權地位,包括烏克蘭、立陶宛、愛沙尼亞、拉脫維亞、哈薩克等14國,許多東歐國家也相繼提出官方抗議聲明。",claim,"當主持人追問,俄國邊界問題是否仍未解決時,盧沙野卻叫他「停止詭辯」。","根據世界報(Le Monde)、法國1台(TF1)等法媒的最新消息,盧沙野已接到法國外交部召見通知,將於法國時間今天下午前往解釋。",[],[],02_Ke_chinatimes_news,2023-04-24 18:21:00,L1-15,12.3,targeted_gap_filling
_458bc1b3a3c2_u010,"且這次「拜習會」因為中國要救國內經濟,在軍事方面表現放軟讓步,而美國希望降低衝突風險,願意開啟美中溝通管道,不過這都是國際場合的論述,中共說法不可盡信。",claim,"蘇紫雲觀察,習近平表明不希望美國武裝台灣,講白就是反對美國對台軍售,當美國不賣武器給台灣,以後中國要武力犯台就會方便許多。","台灣應該強化防衛力量,才能降低敵人軍事冒進的機率,只有備戰才能維持和平。",[],[],03_Lai_ltn_news,2023-11-17 05:30:00,L1-15,12.3,targeted_gap_filling
_e0261d3e9682_u008,"賴清德強調,期許艋舺可以更加繁榮,他也會學習靈安尊王的精神,攜手跟立委參選人吳沛憶一同保護台灣的安全,抵抗中國武力的威脅,建立清廉愛鄉土的政府,來為國家跟社會效勞。",claim,"透過 Google News 賴清德感謝青山宮,他說,青山宮除了是地方信仰中心,也是公益化身,地方跟弱勢族群有任何需要,青山宮都會第一時間站出來幫忙,有錢出錢、有力出力。","(編輯:翟思嘉)1121204 賴清德盼民眾選對的人 在民主路上穩健走下去 侯友宜:賴清德指黑金 對我是很大侮辱 賴清德同框吳沛憶永義宮參香 走民主道路壯大台灣 吳沛憶揪兒童慶耶誕 陳建仁:0到22歲國家一起栽培 2024/01/12 23:38 2024/01/12 23:15 2024/01/12 23:04 2024/01/12 23:04 2024/01/12 22:56 2024/01/12 22:45 本網站之文字、圖片及影音,非經授權,不得轉載、公開播送或公開傳輸及利用。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],03_Lai_chinatimes_news,2023-12-04 14:43:00,L1-15,12.3,targeted_gap_filling
_2db87a582c69_u009,"對於選戰曾出現「疑美論」、「疑賴論」,蕭美琴則說,美國在疫情期間對台灣伸出友誼之手,也與台灣簽訂台美21世紀貿易倡議首批協定,並在台灣受到軍事威脅、外交打壓時與台灣充分合作,台灣與美國是堅實的夥伴,除相信民主,也有決心捍衛印太地區的和平繁榮,「我們立場堅定,方向確立,腳步穩健。沒有疑賴,只有信賴」。",claim,"另外,蕭美琴也提到,中國介選不見得能操作選舉結果,而是要在台灣社會製造分歧、仇恨與對立的氣氛,破壞民眾信任,傷害政黨合作的可能,打擊民主制度的健全運作,在國際社會孤立台灣。","(編輯:楊蘭軒)1121222 副總統候選人政見會 吳欣盈趙少康蕭美琴發言內容一次看 吳欣盈:推動數位轉型 從源頭解決詐騙犯罪問題 趙少康:國民黨永遠反共 不是親中政黨 蕭美琴:捍衛和平現狀 不會讓台海爆發戰爭 蕭美琴陪高雄立委候選人車掃 大愛心回應熱情民眾 衛報:蕭美琴提倡戰貓哲學 以全球視野應對中國威脅 2024/01/22 16:57 2024/01/15 11:44 2024/01/14 21:26 2024/01/14 20:59 2024/01/14 20:34 2024/01/14 20:09 本網站之文字、圖片及影音,非經授權,不得轉載、公開播送或公開傳輸及利用。","[{""name"": ""蕭美琴"", ""party"": ""DPP""}]",[],02_Ke_chinatimes_news,2023-12-22 21:18:00,L1-15,12.3,targeted_gap_filling
_d56a00cb10f0_u006,"他說,他將用過去8年在台北市政府的公務經驗及從醫30年的良知與專業,踏出改革之路,需要解決人口危機、改善勞動條件、提高高等教育投資、守護醫療品質、落實居住正義、確保能源穩定、建立產業韌性、杜絕債留子孫,打造共融社會。",claim,"柯文哲認為,他在台灣政壇所代表的是理性、務實、科學,透過每一天實踐落實在人民生活之中,選擇柯文哲不是選擇一個候選人,而是選擇過去這10年來,台灣社會所渴望的進步與公義。","同時,他也要強化民主核心價值,他認為,這是台灣在世界舞台上最重要的資產,也是抗衡地緣政治壓力的唯一解方,「民主,是中華民國可以安全的最大保障」。",[],[],02_Ke_chinatimes_news,2023-12-30 16:46:00,L1-15,12.3,targeted_gap_filling
_2935381ee9fe_u003,"林子倫指出,近年來面對氣候變遷、武漢肺炎(新型冠狀病毒病,COVID-19)疫情及國際情勢變化快速,台灣遭逢多重挑戰,幸好因政府與民間共同合作,合組各類國家隊共商解決辦法,才使台灣有別於世界各國,在急遽動盪中穩健克服多重難關,將其對人民的影響降到最低,國際評比也屢創佳績。",claim,"聯合報對此回應指出,基於媒體監督的職責,就民眾關心的事務據實報導,並非捕風捉影、無端臆測。","林子倫說,對於社會各界過往提出的建議與疑問,政府相關部會皆已多次澄清說明,無奈聯合報未能基於媒體的社會責任如實報導呈現,竟仍持續以「捕風捉影」、「無端臆測」的方式抹煞近年來全體國人的努力,令人遺憾。",[],[],03_Lai_ltn_news,2023-11-06 22:40:53,L1-15,12.3,targeted_gap_filling
_80a570af472b_u015,"一位美國資深官員告訴路透社:「可能會有一段時間緊張情勢升高,需要外交、明確的溝通管道,以及重申和平、穩定與維持現狀的重要。」 這位官員說,美國已在與中國的會談中明確表達對軍事、經濟及其他脅迫手段的擔憂。",claim,"美國國務院一名發言人說:「不論哪一黨執政,美國對台政策都不會改變,我們期待與台灣選民選出的人進行合作。」 部分美國官員預期不論誰勝選,中國都會升高對台軍事、經濟及外交施壓,並為此作準備。","一名熟知美國政策的人士表示,美官員與每位候選人「都培養很深厚的關係」,並強調「延續關鍵政策領域的重要」,這包括防衛及維持兩岸現狀。",[],[],02_Ke_chinatimes_news,2024-01-05 17:44:00,L1-15,12.3,targeted_gap_filling
_d89970f8468b_u004,"柯文哲提少子化政見 設人口發展委員會檢討強制退休規定 侯友宜:賴清德台獨主張是兩岸和平跨不過的萬重山 賴清德在第二輪發言時表示,世界正在快速轉變,對台灣是挑戰也是機會,未來將掌握變化、抓住機會,擴大台灣優勢,妥善運用數位轉型、淨零轉型兩道力量,打造智慧、永續的新台灣,帶動台灣第二次經濟奇蹟。",claim,政見會抽籤的發言順序為柯文哲、侯友宜、賴清德。,"賴清德說,全球智慧化時代來臨,要妥善運用科技創新、推升數位轉型,讓台灣成為智慧科技島,持續壯大半導體產業,提出半導體國家級戰略,讓半導體產業原料、儀器設備、研發、IC設計、晶圓製造、封裝測試、協力廠商,都能在台灣成為生態系統,並幫助其他科技、傳統產業。","[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""侯友宜"", ""party"": ""KMT""}, {""name"": ""柯文哲"", ""party"": ""TPP""}]","[""兩岸|cross-strait""]",02_Ke_chinatimes_news,2023-12-26 15:53:00,L1-15,12.3,targeted_gap_filling
_edd69f5b9dd7_u015,"(編輯:謝佳珍)1120507 侯友宜不排斥侯習會 促賴清德說清贊成或反對台獨 賴清德:擴大國際合作 引領價值外交新時代 七夕情人節將至 賴清德推薦3款獨家客庄約會行程 中國軍演 賴辦:營造戰爭威脅論的介選手法 本網站之文字、圖片及影音,非經授權,不得轉載、公開播送或公開傳輸及利用。",claim,"郭雅慧說,賴清德的價值一直是一致的,也就是民主、和平、繁榮,希望保護主權、反對侵略,一直以來,中共的軍演和恐嚇沒有停止過,她要反問連勝文跟國民黨,這部分的兩岸立場,是否要做表述。",,"[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""侯友宜"", ""party"": ""KMT""}]",[],03_Lai_chinatimes_news,2023-05-07 16:54:00,L1-15,12.3,targeted_gap_filling
_bfae3d8fea3c_u037,"我主張「備戰而不畏戰,能戰而不求戰,我會確保台灣人民享有民主、自由的政治制度與生活方式,台灣自主、兩岸和平,與民主國家共同維繫印太地區的繁榮穩定。」台灣也需要積極承擔責任,爭取國際的支持 台灣是一個堅韌的國家,儘管我們面對各種挑戰。",claim,"這幾年來,台灣因為地緣政治的緊張而被世界關注。","台灣不能沒有台積電,但台灣也不能只有台積電;",[],"[""兩岸|cross-strait""]",03_Lai_chinatimes_news,2023-12-30 14:43:00,L1-15,12.3,targeted_gap_filling
_47a837f7f64a_u005,"柯文哲最近對台灣外國記者會(TFCC)演講時說:「過去30年來,藍綠兩黨輪流執政,但台灣人民的生活並沒有改善。人民之間的仇恨加劇,人民對國家的認同面臨分裂的風險。我們無法以理性、務實、科學的態度應對台灣面臨的真正威脅和危險。」 他列出經濟放緩、必需品短缺、極端天氣以及地緣政治帶來的戰爭風險等。",claim,"他與國民黨討論結盟競選總統數個月後,該計畫在最後一刻破局。","他說:「這讓台灣人民逐漸看清(問題),並試圖弄清楚我們的未來應該走向何方。」 分析家表示,幾個月來,柯文哲似乎比國民黨總統候選人侯友宜更有機會當選。","[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],01_Ho_chinatimes_news,2024-01-06 21:12:00,L1-15,12.3,targeted_gap_filling
_010c343bfe08_u007,"吳欣盈說,主權基金可以支撐台灣未來的繁榮,是給人民最好的禮物,政府要相信專業,學習國際經驗,用決心和執行力面對未來挑戰。",claim,"透過 Google News 她說,國際上主權基金有許多成功的案例,端看政府有無決心和擔當,外界可能擔心主權基金的經營績效會否像四大基金一樣,事實上完全不一樣,她提出的主權基金把100%投資海外,不是投入碼頭、機場等高風險投資,是透過資產配置,追求7%到8%的低風險合理報酬,透過儲蓄型主權基金,台灣就能提升人民購買力、打敗通膨,為下一代帶來保障。","台灣已經沒有時間可以浪費了,要設立主權基金不是yes或no的問題,政府要有執行力,台灣需要改變,改變就是現在,把執行力交給最有能力的柯盈配。","[{""name"": ""吳欣盈"", ""party"": ""TPP""}]",[],02_Ke_chinatimes_news,2023-12-22 21:01:00,L1-15,12.3,targeted_gap_filling
_6dac1b78a4c3_u003,"賈麥岱指出,今年台瓜兩國建立邦交關係將屆滿89年,兩國元首這樣頻密互訪,更具象徵意義,台瓜建交以來,雙方政府領導人均以和平、博愛及致力國家繁榮、人民富足為治國基礎,即使面對諸多政經挑戰及複雜國際情勢,我們都能夠克服萬難,在尋求國家發展、為民謀福的道路上持續前進。",claim,"賈麥岱首先以「中華民國台灣總統」稱呼蔡英文總統,他說,他要代表瓜地馬拉共和國人民和政府表達最誠摯、兄弟般的問候,幾週前蔡總統才到瓜地馬拉訪問,今天能回訪台灣國是訪問,非常榮幸,這是台瓜兩國最高層級的官式互訪,達成互惠互利的協議,充分象徵兩國友誼及合作關係成果豐碩。","賈麥岱表示,近90年來,瓜地馬拉和中華民國台灣持續加強有利國家發展的交流與合作關係,相信未來我們仍會繼續團結一心、相互扶持,我們對兩國邦誼代表的理念、價值深具信心,誠如蔡總統訪問瓜國時表達的,兩國將秉持踏實、互惠、互利的原則繼續推動外交關係。",[],[],02_Ke_ltn_news,2023-04-25 10:59:05,L1-15,12.3,targeted_gap_filling
_08ad0bbd94b5_u003,"陸委會表示,「少子女化」是社會經濟發展、教育水準提高所伴隨的現象,也是全球已開發國家共同面臨的長期挑戰。",claim,"對此,陸委會嚴正駁斥,「生育率下降與兩岸關係並無關聯,對於馬前總統牽強附會的言論,我們深表遺憾,相信各界自有公評」。","經查內政部統計數據,我國出生率自1998年開始,整體呈現逐年下降的趨勢,歷年來並無明顯差異。",[],[],03_Lai_ltn_news,2023-09-11 20:37:56,L1-15,12.3,targeted_gap_filling
_e4a6abbcf570_u010,"賴清德說,他非常希望,國人能夠團結一致面對中國的威脅,國際社會也已意識到,中國對台灣或對國際社會的威脅,其實大家已經有對策了,大家應該要增強自己的力量,團結合作,才有辦法確保和平。",claim,"那如果反對一國兩制,就不要接受九二共識,這個道理是非常清楚的,一方面接受九二共識,又一方面說在走台灣的新中間路線、在守護中華民國,這根本都是矛盾的。",(編輯:楊蘭軒)1121230 總統候選人政見會最終場發言一覽 柯侯賴交鋒校園安全、兩岸議題 副總統候選人政見會 吳欣盈趙少康蕭美琴發言內容一次看 歷屆總統大選中國介選手段一覽 飛彈試射經貿報復擾民心 柯文哲賴清德侯友宜拚2024總統大選 7大政見比一比 侯友宜:賴清德不放棄台獨謀害台灣 忘恩負義 台灣選後第3天 美媒聚焦三黨,"[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],02_Ke_chinatimes_news,2023-12-30 15:43:00,L1-15,12.3,targeted_gap_filling
_064bc8986006_u009,"歐栩韶強調,將開始談判的農業議題涉及「依照國際組織標準、科學證據、風險等制定食品安全及動植物相關措施」的農產品檢驗標準修訂,環保議題涉及「實施嚴格的環境標準,尋求更積極的減碳工作」,勞工議題要求「確保勞工等利害關係人團體參與之決策過程,建立可執行的高標準貿易規範,提升就業與薪資」,其談判結果,勢必牽涉各利害關係人間的權益調整。",claim,"根據「條約締結法」第6條規定,「主辦機關於條約草案內容獲致協議前,得就談判之方針、原則及可能爭議事項,適時向立法院說明並向立法院相關委員會報告」。","她建議,立法院經濟委員會、衛環委員會召委應盡速安排談判主責機關依「條約締結法」第6條報告,並聽取國會建言,這才是「台美21世紀貿易倡議」當前最重要的國會監督工作。",[],[],02_Ke_ltn_news,2023-07-05 10:53:42,L1-15,12.3,targeted_gap_filling
_381f704b47f8_u006,"蔡英文強調,再生能源除能夠滿足產業綠電需求,還能帶動上兆元投資,整個綠電產業供應鏈上下游廠商都同時受惠,台灣政府有策略滿足供應鏈綠電需求,也有決心壯大我們綠能產業,逐步落實能源轉型,我們的目標是要把低碳零碳的挑戰轉換成帶動產業提供就業的新機會。",claim,"蔡英文說,接下來陸續有數百家國內企業提出綠電需求,顯示再生能源是刻不容緩的議題,這幾年來我們積極推廣再生能源,也已經有可觀的發展,雲林日照充足,非常適合發展太陽能光電,今天啟用的新興電廠是全國最大光電案場,裝置容量達到272MW,一年發電量可以供應雲林縣9萬戶一整年民生用電。","行政院副院長鄭文燦指出,台灣走在綠能道路上是堅定不移,也沒有遲疑,綠能是保護地球、疼惜台灣最重要的政策,能源轉型讓台灣永續發展,減碳減排也可以讓雲林獲得新方向,隔壁台西工業區已被政府定位為綠能專區,會採取漁業農業共生模式,讓過去沒辦法開發廢棄的900公頃土地獲得新生命,創造地方就業繁榮。",[],[],02_Ke_ltn_news,2023-04-22 12:11:05,L1-15,12.3,targeted_gap_filling
_81e29bf712fa_u000,"台灣大學政治系名譽教授明居正以「當今中國政治經濟社會的挑戰」為題發表演說,他提到,中共現今面臨經濟財政、社會問題及政治鬥爭,是阻止其攻打台灣的三大內部因素。",claim,,"(記者鄭淑婷攝) 2024/01/03 22:43 〔記者鄭淑婷/桃園報導〕台灣大學政治系名譽教授明居正今(3)以「當今中國政治經濟社會的挑戰」為題發表演說,他提到,除了國際政治、主流國家反共保台作為等,中共現今面臨經濟財政、社會問題及政治鬥爭,是阻止其攻打台灣的三大內部因素,也凸顯中共其實並不強大而且弊病叢生。",[],[],02_Ke_ltn_news,2024-01-03 22:43:36,L1-15,12.3,targeted_gap_filling
_25d3aec04210_u005,"他並說,台灣也應認同「在任何地方捍衛民主,就是在全世界捍衛民主」此概念,向烏克蘭人民提供更多人道援助,並連同盟友共同抵抗混合式與認知性威脅,一起防範不實或惡意訊息加深對政府機構的懷疑、分化社會,並削弱民主。",claim,"在民主方面,他表示,無論在烏克蘭或是印太區域,在當前的國際局勢下,民主日益受來自威權主義到挑戰,若當選未來的政府會將台灣打造為擁護全球民主、人權與法治價值的核心,賦權台灣民主基金會等組織與機構建立更牢固的國際連結,分享台灣的民主經驗。","在和平方面,賴清德表示,台灣將積極貢獻兩岸及印太區域的和平與穩定,不會在壓力下退縮,但也不會冒進,此不僅符合台灣人民的利益,也符合國際社會的共同期待。",[],[],03_Lai_chinatimes_news,2023-10-26 20:34:00,L1-15,12.3,targeted_gap_filling
_423af8474b78_u002,"摩根大通於官網宣布,他們在中國已有超過一個世紀的經營歷史,然而,戴蒙於峰會中提到,若台灣爆發戰爭,則「所有賭注將作廢」,彰顯了台海緊張關係對全球金融市場潛在影響的不確定性。",claim,"此消息釋出後,引發金融界及市場對全球地緣政治局勢的關注。","戴蒙強調若中國真的侵台,將「放棄一切賭注。」(圖/達志影像美聯社) 更多新聞:父母車禍亡!",[],[],02_Ke_tvbs_news,2023-12-01 14:15:00,L1-15,12.3,targeted_gap_filling
_2db87a582c69_u009,"對於選戰曾出現「疑美論」、「疑賴論」,蕭美琴則說,美國在疫情期間對台灣伸出友誼之手,也與台灣簽訂台美21世紀貿易倡議首批協定,並在台灣受到軍事威脅、外交打壓時與台灣充分合作,台灣與美國是堅實的夥伴,除相信民主,也有決心捍衛印太地區的和平繁榮,「我們立場堅定,方向確立,腳步穩健。沒有疑賴,只有信賴」。",claim,"另外,蕭美琴也提到,中國介選不見得能操作選舉結果,而是要在台灣社會製造分歧、仇恨與對立的氣氛,破壞民眾信任,傷害政黨合作的可能,打擊民主制度的健全運作,在國際社會孤立台灣。","(編輯:楊蘭軒)1121222 副總統候選人政見會 吳欣盈趙少康蕭美琴發言內容一次看 吳欣盈:推動數位轉型 從源頭解決詐騙犯罪問題 趙少康:國民黨永遠反共 不是親中政黨 蕭美琴:捍衛和平現狀 不會讓台海爆發戰爭 蕭美琴陪高雄立委候選人車掃 大愛心回應熱情民眾 衛報:蕭美琴提倡戰貓哲學 以全球視野應對中國威脅 2024/01/22 16:57 2024/01/15 11:44 2024/01/14 21:26 2024/01/14 20:59 2024/01/14 20:34 2024/01/14 20:09 本網站之文字、圖片及影音,非經授權,不得轉載、公開播送或公開傳輸及利用。","[{""name"": ""蕭美琴"", ""party"": ""DPP""}]",[],03_Lai_chinatimes_news,2023-12-22 21:18:00,L1-15,12.3,targeted_gap_filling
_a4ac19220558_u007,"透過 Google News 賴清德說,台灣社會持續面臨假訊息及混合戰爭的威脅,許多國際研究報告指出,台灣是遭受最大量假訊息的國家,因此期待台美持續展開交流,慎防對岸透過訊息戰分化台灣社會、影響明年大選,並避免「疑美論」等論述對台美關係持續造成負面影響。",claim,"賴清德表示,近日看到國際情勢日益複雜,但國際社會對守護台海和平與穩定的立場不變,台灣未來會在「四個堅持」及「和平四大支柱」的基礎上,持續扮演穩健與負責任的角色,積極貢獻台海及印太區域安全,並加強台灣與民主夥伴的合作關係。","賴清德邀請羅森柏格品嚐客家特色的東方美人茶,並一同用客語說「台灣好茶好喝!讚!」,隨後兩人閉門晤談。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],03_Lai_chinatimes_news,2023-10-16 18:18:00,L1-15,12.3,targeted_gap_filling
