unit_id,sentence,role,prev,next,speakers,targets,proc_symbolic_flag,event_phase,source,date,target_l1,sample_score,score_reasons,sampling_reason
_bf6af180365e_u002,"東海大學政治系教授沈有忠指出,柯文哲才說從未接受九二共識,要如何跟國民黨談組閣,「就是為了騙選票而已」,並強調,聯合內閣基於相同理念,兩黨是基於權力交換、共同贏得選舉。",claim,"(記者楊堯茹攝) 2023/12/29 16:41 〔記者楊堯茹/台北報導〕民眾黨總統候選人柯文哲與國民黨總統候選人侯友宜,共同拋出聯合內閣制,引起議論。","台派聯盟今舉行「我們的未來要信賴誰?——總統政見發表會之後」記者會,由北社副社長羅浚晅、台灣社社長李川信、台灣島永續發展協會副理事長劉志堅等主持,並邀集多位青年學者出席發言。","[{""name"": ""柯文哲"", ""party"": ""TPP""}, {""name"": ""國民黨"", ""party"": ""KMT""}]",[],False,,03_Lai_ltn_news,2023-12-29 16:41:09,L1-05,6.3,boundary_semantic|l2_L2-14|has_speaker|has_target|claim|good_length,l1_gap_filling
_0665bace3ef8_u012,"我跟朋友當時推的代理人法案就是這樣,即使得到不少立委支持,但各選區反彈的力道大到沒有辦法推,這就是社會現實。",claim,"連徐春鶯這種明擺著跟統戰部聯絡的,都還可以被考慮當不分區立委,然後我們台灣人還沒什麼反應。","4. #外交戰:台灣的邦交國不斷被策反,能做的就是用非官方方式交盟友,並用一定的法律框架反擊,這牽涉到最後一個法律戰。",[],[],False,,01_Hou_X_datasets,2023-11-02 22:17:00,L1-05,6.3,boundary_semantic|l2_L2-05|has_speaker|has_target|claim|good_length,l1_gap_filling
_9b035dc8a530_u004,"侯友宜指出,賴清德說疫情期間台灣經濟成長,房價正在降,但民進黨執政8年,房價飆漲,有學生說領不到租屋補貼,賴清德卻要學生向房東說,請問這有同理心嗎。",claim,"他說,賴清德曾說過照服員新台幣3萬多元的薪水,低薪做功德,也說過多數民眾的薪水有調,但賴清德是否知道有將近一半的25歲以下青年,每月薪水未達3萬元。","對此,柯文哲表示,因為侯友宜沒有問他,所以他只好清唱。","[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""侯友宜"", ""party"": ""KMT""}, {""name"": ""民進黨"", ""party"": ""DPP""}]",[],False,,03_Lai_chinatimes_news,2023-12-30 16:59:00,L1-05,6.3,boundary_semantic|l2_L2-03|has_speaker|has_target|claim|good_length,l1_gap_filling
_bf6af180365e_u002,"東海大學政治系教授沈有忠指出,柯文哲才說從未接受九二共識,要如何跟國民黨談組閣,「就是為了騙選票而已」,並強調,聯合內閣基於相同理念,兩黨是基於權力交換、共同贏得選舉。",claim,"(記者楊堯茹攝) 2023/12/29 16:41 〔記者楊堯茹/台北報導〕民眾黨總統候選人柯文哲與國民黨總統候選人侯友宜,共同拋出聯合內閣制,引起議論。","台派聯盟今舉行「我們的未來要信賴誰?——總統政見發表會之後」記者會,由北社副社長羅浚晅、台灣社社長李川信、台灣島永續發展協會副理事長劉志堅等主持,並邀集多位青年學者出席發言。","[{""name"": ""柯文哲"", ""party"": ""TPP""}, {""name"": ""國民黨"", ""party"": ""KMT""}]",[],False,,02_Ke_ltn_news,2023-12-29 16:41:09,L1-05,6.3,boundary_semantic|l2_L2-14|has_speaker|has_target|claim|good_length,l1_gap_filling
_9b035dc8a530_u004,"侯友宜指出,賴清德說疫情期間台灣經濟成長,房價正在降,但民進黨執政8年,房價飆漲,有學生說領不到租屋補貼,賴清德卻要學生向房東說,請問這有同理心嗎。",claim,"他說,賴清德曾說過照服員新台幣3萬多元的薪水,低薪做功德,也說過多數民眾的薪水有調,但賴清德是否知道有將近一半的25歲以下青年,每月薪水未達3萬元。","對此,柯文哲表示,因為侯友宜沒有問他,所以他只好清唱。","[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""侯友宜"", ""party"": ""KMT""}, {""name"": ""民進黨"", ""party"": ""DPP""}]",[],False,,02_Ke_chinatimes_news,2023-12-30 16:59:00,L1-05,6.3,boundary_semantic|l2_L2-03|has_speaker|has_target|claim|good_length,l1_gap_filling
_002c6b18cc15_u006,"他提到,台灣綠色立委聯盟由上百位熱愛台灣、守護本土價值,不分黨派的前、現任立委組成,就像個重感情的大家庭,持續在民主發展的路上貢獻一己之力,包括總統蔡英文、副總統賴清德都是其中成員。",claim,"林佳龍說,接下了綠盟理事長的任務,未來將持續推動「栽培後進、扎根基層、鞏固台灣」的重要工作。","林佳龍強調,從堅持主權、提高國家安全、加強經濟實力、促進民主進步、加強國際交流等面向,都是不能停下的工作。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],False,,03_Lai_ltn_news,2023-04-19 12:32:44,L1-05,6.3,l2_L2-02|l2_L2-03|l2_L2-08|has_speaker|has_target|claim|good_length,l1_gap_filling
_f22b20a6f904_u008,"最後,《經濟學人》提到,蕭美琴承諾的就是持續性,包括若賴清德當選總統,台灣將持續建立與國際盟友的夥伴關係並強化國防嚇阻力,並引述蕭美琴表示,台灣就像貓一樣,我們可以溫暖可愛,但不要招惹我們。",claim,"對此蕭美琴向經濟學人表示,這是維護台灣地位的最務實辦法,不但符合多數台灣民意期待,也促使台灣獲得更多國際友國及盟友的支持。","賴清德競辦說明,《經濟學人》將蕭美琴的訪問刊登於Banyan專欄,該專欄也曾專訪時任日本首相安倍晉三及多位亞洲政府領袖。","[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""蕭美琴"", ""party"": ""DPP""}]",[],False,,03_Lai_ltn_news,2023-12-14 12:55:26,L1-05,6.3,l2_L2-03|l2_L2-07|l2_L2-10|has_speaker|has_target|claim|good_length,l1_gap_filling
_18db5d162614_u056,"(圖/曾梓倩製) 民眾黨「第十一屆政黨比例代表」完整提名名單: 2.台灣公益揭弊吹哨者保護協會理事長 黃國昌 3. 代理孕母合法化推動人 陳昭姿 4.戰國策傳播集團創辦人 吳春城 5.台灣新住民黨黨主席 麥玉珍 6.民眾黨台北市黨部主委 林國成 7.藥師公會全聯會秘書長 林憶君 8.資深媒體人 張啟楷 9.東吳大學政治系教授 劉書彬 10.前資策會軟體研究院副院長 洪毓祥 11.中華陽光推展關懷協會理事長 蔡春綢 12.正大學社會科學院院長 王安祥 13.台北護理健康大學通識教育中心教授 邱慧洳 14.台中市議員 陳清龍 15.新住民代表 李貞秀 16.前立法委員 許忠信 17.台灣外籍工作者發展協會理事長 徐瑞希 18.十大傑出青年 楊弘意 19.前台北市政府顧問及發言人 陳智菡 20.民眾黨高雄市黨部主委 莊貽量 21.前台中市觀旅局局長 林筱淇 22.灣醫療發展全聯會理事長 吳梅壽 23.彰化縣議員 張雪如 24.新竹縣流浪動物真愛協會理事 湯宏正 25.前雲林縣議員 林淑芬 26.民眾黨原住民委員會主委 梁明輝 27.貓咪也瘋狂公益協會理事長 廖維欣 28.苗栗大千醫院外科醫師 馮啟彥 29.民眾黨國際事務部執行長 林子宇 30.民眾黨台灣客家發展委員會主委 張清俊 31.立委吳欣盈辦公室主任 林治華 32.民眾黨宜蘭縣黨部副主委 李家豪 33.台灣區觀光協會聯合會副秘書長 邱于珊 34.前台北市政府社會局長 周榆修 下載新聞APP,找到通關密語拿大獎 全新台劇《親愛壞蛋》犀利CP合體!",context,(圖/曾梓倩製) 國民黨「第十一屆政黨比例代表」完整提名名單: 2.國民黨智庫執行長 柯志恩 3. AI及區塊練專家「寶博士」 葛如鈞 4.前NCC委員 翁曉玲 5.台北醫學大學附設醫院婦產科醫生、高雄市黨部主委黃昭順女兒 陳菁徽 6.新北市法制局長 吳宗憲 7.前北高兩市文化局長 林倩綺 8.前海軍司令 陳永康 9.組發會主委 許宇甄 10.前台南市議員 謝龍介 11.安泰醫院總院長 蘇清泉 12.國民黨政策委員會副執行長、前雲林縣長張榮味女兒 張嘉郡 13.台中市副市長 王育敏 14.國民黨醫療委員會主委 蔡明忠 15.嘉義縣婦女會理事長、現任不分區立委溫玉霞女兒 吳亮儀 16.前台北護理健康大學院長 李玉嬋 17.新住民代表、陸配 李霞 18.科克蘭資本董事長 楊應超 19.台北市議員 徐弘庭 20.台北市議員 鍾沛君 21.新北市議員 江怡臻 22.瀛睿律師事務所所長、智庫產業暨新創研究中心召集人 簡榮宗 23.會計師、嘉義市政府建設處處長 田長沛 24.藥師、前臺北醫學大學校友總會總會長 沈采穎 25.人權社福律師、前南投律師公會理事長 林瓊嘉 26.中國國民黨青年事務委員會執行長、前全國青工會總會長 陳克威 27.中國國民黨苗栗縣黨部主任委員 邱一峰 28.中國國民黨全國青工總會總會長 廖怡琇 29.中國國民黨新竹市黨部主任委員 李縉穎 30.牠牠有限公司負责人暨執行長、孫運學人、動物保護新創代表 李茂芊 31.RoastTing Coffee烘培者咖啡有限公司總經理、孫運學人、青年創業代表 丁瑀 32.國民黨發言人 楊智伃 33.青年參政執行者 何嘉霖 34.中國國民黨副發言人、前青年團總團長 康晉瑜 民眾黨「第十一屆政黨比例代表」完整提名名單出爐。,隋棠&温昇豪再演夫妻 《光露營》穿越恐龍時代元宇宙上線!,"[{""name"": ""吳欣盈"", ""party"": ""TPP""}, {""name"": ""民眾黨"", ""party"": ""TPP""}]",[],False,,01_Ho_tvbs_news.csv,2023-12-11 12:44:00,L1-05,5.8,l2_L2-03|l2_L2-05|l2_L2-10|l2_L2-12|has_speaker|has_target,l1_gap_filling
_18db5d162614_u056,"(圖/曾梓倩製) 民眾黨「第十一屆政黨比例代表」完整提名名單: 2.台灣公益揭弊吹哨者保護協會理事長 黃國昌 3. 代理孕母合法化推動人 陳昭姿 4.戰國策傳播集團創辦人 吳春城 5.台灣新住民黨黨主席 麥玉珍 6.民眾黨台北市黨部主委 林國成 7.藥師公會全聯會秘書長 林憶君 8.資深媒體人 張啟楷 9.東吳大學政治系教授 劉書彬 10.前資策會軟體研究院副院長 洪毓祥 11.中華陽光推展關懷協會理事長 蔡春綢 12.正大學社會科學院院長 王安祥 13.台北護理健康大學通識教育中心教授 邱慧洳 14.台中市議員 陳清龍 15.新住民代表 李貞秀 16.前立法委員 許忠信 17.台灣外籍工作者發展協會理事長 徐瑞希 18.十大傑出青年 楊弘意 19.前台北市政府顧問及發言人 陳智菡 20.民眾黨高雄市黨部主委 莊貽量 21.前台中市觀旅局局長 林筱淇 22.灣醫療發展全聯會理事長 吳梅壽 23.彰化縣議員 張雪如 24.新竹縣流浪動物真愛協會理事 湯宏正 25.前雲林縣議員 林淑芬 26.民眾黨原住民委員會主委 梁明輝 27.貓咪也瘋狂公益協會理事長 廖維欣 28.苗栗大千醫院外科醫師 馮啟彥 29.民眾黨國際事務部執行長 林子宇 30.民眾黨台灣客家發展委員會主委 張清俊 31.立委吳欣盈辦公室主任 林治華 32.民眾黨宜蘭縣黨部副主委 李家豪 33.台灣區觀光協會聯合會副秘書長 邱于珊 34.前台北市政府社會局長 周榆修 下載新聞APP,找到通關密語拿大獎 全新台劇《親愛壞蛋》犀利CP合體!",context,(圖/曾梓倩製) 國民黨「第十一屆政黨比例代表」完整提名名單: 2.國民黨智庫執行長 柯志恩 3. AI及區塊練專家「寶博士」 葛如鈞 4.前NCC委員 翁曉玲 5.台北醫學大學附設醫院婦產科醫生、高雄市黨部主委黃昭順女兒 陳菁徽 6.新北市法制局長 吳宗憲 7.前北高兩市文化局長 林倩綺 8.前海軍司令 陳永康 9.組發會主委 許宇甄 10.前台南市議員 謝龍介 11.安泰醫院總院長 蘇清泉 12.國民黨政策委員會副執行長、前雲林縣長張榮味女兒 張嘉郡 13.台中市副市長 王育敏 14.國民黨醫療委員會主委 蔡明忠 15.嘉義縣婦女會理事長、現任不分區立委溫玉霞女兒 吳亮儀 16.前台北護理健康大學院長 李玉嬋 17.新住民代表、陸配 李霞 18.科克蘭資本董事長 楊應超 19.台北市議員 徐弘庭 20.台北市議員 鍾沛君 21.新北市議員 江怡臻 22.瀛睿律師事務所所長、智庫產業暨新創研究中心召集人 簡榮宗 23.會計師、嘉義市政府建設處處長 田長沛 24.藥師、前臺北醫學大學校友總會總會長 沈采穎 25.人權社福律師、前南投律師公會理事長 林瓊嘉 26.中國國民黨青年事務委員會執行長、前全國青工會總會長 陳克威 27.中國國民黨苗栗縣黨部主任委員 邱一峰 28.中國國民黨全國青工總會總會長 廖怡琇 29.中國國民黨新竹市黨部主任委員 李縉穎 30.牠牠有限公司負责人暨執行長、孫運學人、動物保護新創代表 李茂芊 31.RoastTing Coffee烘培者咖啡有限公司總經理、孫運學人、青年創業代表 丁瑀 32.國民黨發言人 楊智伃 33.青年參政執行者 何嘉霖 34.中國國民黨副發言人、前青年團總團長 康晉瑜 民眾黨「第十一屆政黨比例代表」完整提名名單出爐。,隋棠&温昇豪再演夫妻 《光露營》穿越恐龍時代元宇宙上線!,"[{""name"": ""吳欣盈"", ""party"": ""TPP""}, {""name"": ""民眾黨"", ""party"": ""TPP""}]",[],False,,03_Lai_tvbs_news,2023-12-11 12:44:00,L1-05,5.8,l2_L2-03|l2_L2-05|l2_L2-10|l2_L2-12|has_speaker|has_target,l1_gap_filling
_cbc96ba86d7f_u027,"(編輯:林興盟)1121009 談藍白合 柯文哲:國民黨從來不提出比賽規則 藍白合共識基礎 侯友宜:志同道合往前走 賴桑與我柔性傳政見 賴清德藉社群認同轉化實體支持 郭台銘多元影音布局不同族群 扭轉霸氣形象拚連署量 朱立倫:重返執政後盼與民眾黨共推內閣制 促成在野整合 韓國瑜會見柯文哲 柯文哲見日華懇議員:選總統是盼台灣和平、亞洲和平 談藍白合 朱立倫:確認政治聯盟後再談方法細節 朱立倫:藍白合要建立在共同理念 不是零和遊戲 本網站之文字、圖片及影音,非經授權,不得轉載、公開播送或公開傳輸及利用。",claim,"兩黨的幕僚間常常在聯絡,這不是問題。",,"[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""侯友宜"", ""party"": ""KMT""}, {""name"": ""柯文哲"", ""party"": ""TPP""}, {""name"": ""國民黨"", ""party"": ""KMT""}, {""name"": ""民眾黨"", ""party"": ""TPP""}]",[],False,debate/manifesto,02_Ke_chinatimes_news,2023-10-09 11:43:00,L1-05,5.8,l2_L2-04|l2_L2-08|l2_L2-14|has_speaker|has_target|claim,l1_gap_filling
_32011924e1da_u002,"朱立倫指出,他們抱持坦承的心態,希望盡快找出協商的方案,目前大家正在努力當中,這中間就是情緒少一點、誠意及耐心多一點,不耐的情緒、語言少一點,最重要是換位思考、同理心,國民黨有多少支持者是從等待、期待到不滿、憤怒的情況,甚至有更情緒化的發言,最後一定是往大局、往大我的方向努力,這是他們秉持的決心。",claim,"(記者廖振輝攝) 2023/11/01 15:36 〔記者林欣漢/台北報導〕國民黨主席朱立倫今日下午主持中常會發表談話時指出,民進黨最不願意見到「藍白合」,想盡一切辦法來汙衊、攻擊、破壞,連昨天會面的地點,民進黨也可以想出一些辦法來挑撥、製造問題,該地點是前文山區黨部主委黃貴美的辦公室,黃貴美是國民黨組發會主委許宇甄的母親,是他們老家,民眾黨主席柯文哲也認識黃貴美,這地方還有問題嗎?","朱立倫表示,「藍白合」在兩黨共同理念的「理念合」、立委選舉的「國會合」,可以算是有相當共識,希望持續來努力。","[{""name"": ""國民黨"", ""party"": ""KMT""}]",[],True,legislative,01_Ho_ltn_news,2023-11-01 15:36:10,L1-05,5.8,boundary_semantic|has_speaker|has_target|procedural|claim|good_length,l1_gap_filling
_32011924e1da_u002,"朱立倫指出,他們抱持坦承的心態,希望盡快找出協商的方案,目前大家正在努力當中,這中間就是情緒少一點、誠意及耐心多一點,不耐的情緒、語言少一點,最重要是換位思考、同理心,國民黨有多少支持者是從等待、期待到不滿、憤怒的情況,甚至有更情緒化的發言,最後一定是往大局、往大我的方向努力,這是他們秉持的決心。",claim,"(記者廖振輝攝) 2023/11/01 15:36 〔記者林欣漢/台北報導〕國民黨主席朱立倫今日下午主持中常會發表談話時指出,民進黨最不願意見到「藍白合」,想盡一切辦法來汙衊、攻擊、破壞,連昨天會面的地點,民進黨也可以想出一些辦法來挑撥、製造問題,該地點是前文山區黨部主委黃貴美的辦公室,黃貴美是國民黨組發會主委許宇甄的母親,是他們老家,民眾黨主席柯文哲也認識黃貴美,這地方還有問題嗎?","朱立倫表示,「藍白合」在兩黨共同理念的「理念合」、立委選舉的「國會合」,可以算是有相當共識,希望持續來努力。","[{""name"": ""國民黨"", ""party"": ""KMT""}]",[],True,legislative,02_Ke_ltn_news,2023-11-01 15:36:10,L1-05,5.8,boundary_semantic|has_speaker|has_target|procedural|claim|good_length,l1_gap_filling
_18db5d162614_u056,"(圖/曾梓倩製) 民眾黨「第十一屆政黨比例代表」完整提名名單: 2.台灣公益揭弊吹哨者保護協會理事長 黃國昌 3. 代理孕母合法化推動人 陳昭姿 4.戰國策傳播集團創辦人 吳春城 5.台灣新住民黨黨主席 麥玉珍 6.民眾黨台北市黨部主委 林國成 7.藥師公會全聯會秘書長 林憶君 8.資深媒體人 張啟楷 9.東吳大學政治系教授 劉書彬 10.前資策會軟體研究院副院長 洪毓祥 11.中華陽光推展關懷協會理事長 蔡春綢 12.正大學社會科學院院長 王安祥 13.台北護理健康大學通識教育中心教授 邱慧洳 14.台中市議員 陳清龍 15.新住民代表 李貞秀 16.前立法委員 許忠信 17.台灣外籍工作者發展協會理事長 徐瑞希 18.十大傑出青年 楊弘意 19.前台北市政府顧問及發言人 陳智菡 20.民眾黨高雄市黨部主委 莊貽量 21.前台中市觀旅局局長 林筱淇 22.灣醫療發展全聯會理事長 吳梅壽 23.彰化縣議員 張雪如 24.新竹縣流浪動物真愛協會理事 湯宏正 25.前雲林縣議員 林淑芬 26.民眾黨原住民委員會主委 梁明輝 27.貓咪也瘋狂公益協會理事長 廖維欣 28.苗栗大千醫院外科醫師 馮啟彥 29.民眾黨國際事務部執行長 林子宇 30.民眾黨台灣客家發展委員會主委 張清俊 31.立委吳欣盈辦公室主任 林治華 32.民眾黨宜蘭縣黨部副主委 李家豪 33.台灣區觀光協會聯合會副秘書長 邱于珊 34.前台北市政府社會局長 周榆修 下載新聞APP,找到通關密語拿大獎 全新台劇《親愛壞蛋》犀利CP合體!",context,(圖/曾梓倩製) 國民黨「第十一屆政黨比例代表」完整提名名單: 2.國民黨智庫執行長 柯志恩 3. AI及區塊練專家「寶博士」 葛如鈞 4.前NCC委員 翁曉玲 5.台北醫學大學附設醫院婦產科醫生、高雄市黨部主委黃昭順女兒 陳菁徽 6.新北市法制局長 吳宗憲 7.前北高兩市文化局長 林倩綺 8.前海軍司令 陳永康 9.組發會主委 許宇甄 10.前台南市議員 謝龍介 11.安泰醫院總院長 蘇清泉 12.國民黨政策委員會副執行長、前雲林縣長張榮味女兒 張嘉郡 13.台中市副市長 王育敏 14.國民黨醫療委員會主委 蔡明忠 15.嘉義縣婦女會理事長、現任不分區立委溫玉霞女兒 吳亮儀 16.前台北護理健康大學院長 李玉嬋 17.新住民代表、陸配 李霞 18.科克蘭資本董事長 楊應超 19.台北市議員 徐弘庭 20.台北市議員 鍾沛君 21.新北市議員 江怡臻 22.瀛睿律師事務所所長、智庫產業暨新創研究中心召集人 簡榮宗 23.會計師、嘉義市政府建設處處長 田長沛 24.藥師、前臺北醫學大學校友總會總會長 沈采穎 25.人權社福律師、前南投律師公會理事長 林瓊嘉 26.中國國民黨青年事務委員會執行長、前全國青工會總會長 陳克威 27.中國國民黨苗栗縣黨部主任委員 邱一峰 28.中國國民黨全國青工總會總會長 廖怡琇 29.中國國民黨新竹市黨部主任委員 李縉穎 30.牠牠有限公司負责人暨執行長、孫運學人、動物保護新創代表 李茂芊 31.RoastTing Coffee烘培者咖啡有限公司總經理、孫運學人、青年創業代表 丁瑀 32.國民黨發言人 楊智伃 33.青年參政執行者 何嘉霖 34.中國國民黨副發言人、前青年團總團長 康晉瑜 民眾黨「第十一屆政黨比例代表」完整提名名單出爐。,隋棠&温昇豪再演夫妻 《光露營》穿越恐龍時代元宇宙上線!,"[{""name"": ""吳欣盈"", ""party"": ""TPP""}, {""name"": ""民眾黨"", ""party"": ""TPP""}]",[],False,,02_Ke_tvbs_news,2023-12-11 12:44:00,L1-05,5.8,l2_L2-03|l2_L2-05|l2_L2-10|l2_L2-12|has_speaker|has_target,l1_gap_filling
_fa3e95a9e48e_u002,"關渡宮董事長陳玉坤表示,期望台灣能在賴清德繼續領導下,安全、有尊嚴地在國際社會上立足。",claim,"(記者劉信德攝) 2023/10/21 11:35 〔記者甘孟霖/台北報導〕民進黨總統參選人、副總統賴清德今(21日)受邀,到台北市北投關渡宮出席媽祖文化季活動。","賴清德上午8點15分左右抵達關渡宮,在廟方人員陪同之下進入參香祈福,接著便至座位區觀看開場藝陣、舞龍舞獅表演。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],False,,03_Lai_ltn_news,2023-10-21 11:35:07,L1-05,5.8,l2_L2-05|l2_L2-07|l2_L2-10|has_speaker|has_target|claim,l1_gap_filling
_c39034cc2739_u006,"陳建仁也說,更重要的,也希望馬前總統把台灣自由、民主價值,以及對於促進全球和平這件事,在此行中,能夠維護我國利益和國民感情,才不會讓台灣人民失望;",claim,"陳建仁說,馬前總統也應該聽見了台灣人民的聲音,希望他此行,能夠維護我國尊嚴和主權,且馬總統不只是「馬先生」,更是卸任元首,其行為舉止動見觀瞻,希望他此行,能夠向對岸、全球展現,對於台灣主權的對等、尊重。","至於馬前總統在中國行程上的維安,相關單位都有做過協調,一定提供最好、最安全周延的保護,讓馬前總統此行都能平安。",[],[],False,,03_Lai_ltn_news,2023-03-21 09:30:19,L1-05,5.3,l2_L2-02|l2_L2-04|has_speaker|has_target|claim|good_length,l1_gap_filling
_d7bc61da89da_u006,"從國父的建國偉業到私密的感情世界,葉重順都瞭若指掌,像國父的身高、體重和有5個中日妻妾女友等秘辛,葉重順如數家珍,他的口袋並隨時放著1本記載國父名言的小抄,國父遺囑、就職臨時大總統的誓詞、國歌歌詞等,都倒背如流,其執業診所還有一大面牆張貼著國父肖像及事蹟,地下室更擺滿海峽兩岸有關國父的文獻檔案。",context,"後來他轉而深入研究國父的生平事蹟和特徵,還先後前往日本、英國、香港和中國等地,循著當年孫中山革命足跡實地探訪,逐一揭開國父不為人知的一面。","隨口一句話,葉重順都能抓到國父精神,簡直將國父的精、氣、神化到骨子裡。",[],"[""兩岸|cross-strait""]",False,,03_Lai_ltn_news,2023-11-07 20:59:26,L1-05,5.3,boundary_semantic|l2_L2-04|has_speaker|has_target|good_length,l1_gap_filling
柯文哲专访_a0a69a5bb2f6_u212,"柯文哲: 所以我每次讲说我待 我要卸任的时候,台北市政府的公文99.85%的是电子公文。 了不起主。",claim,"柯文哲: 我们 你想想,看喔,我们是很强调数字管理比方说这个。",范琪斐: 席。 我同意。,"[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],False,,柯文哲专访,,L1-05,5.3,boundary_semantic|has_speaker|has_target|claim|good_length,l1_gap_filling
_3996935bbccb_u008,"第三,在校園安全檢查部分,教育部應立刻檢討現行規範與實務上的落差,挹注更多資源在校園輔導、親職及家庭教育的不足,提升人力、經費,提供孩子成長過程更細緻的同理與關懷,健全孩子身心發展及家庭功能。",context,"他呼籲以更積極態度面對校園霸凌問題,提供更多資源,協助預防、儘早發現及事發處理,給予高關懷對象更多輔導作為。","同時也要強化社會安全網絡,串聯公私互助力量,做好各系統間的整合及轉銜,以預防代替補破網。",[],[],False,,01_Ho_chinatimes_news,2023-12-28 13:11:00,L1-05,5.3,l2_L2-03|l2_L2-07|l2_L2-12|has_speaker|has_target|good_length,l1_gap_filling
_3f139ad809e8_u001,"(記者翁聿煌攝) 2023/11/04 13:05 〔記者翁聿煌/新北報導〕大選進入最後倒數階段,國民黨陣營逐步升高選戰氣勢,黨提名總統參選人侯友宜今天在林金結競選總部成立大會指出,以巴戰爭死傷無數,其中許多是無辜孩童,在兩岸局勢兵凶戰危的時刻,他明確表達自己「不支持台獨,但全力捍衛台灣」的決心,希望大家支持台灣首位從基層公務員出身的侯友宜,讓台灣人免於恐懼戰爭的自由。",claim,"國民黨總統參選人侯友宜(中)參加立委參選人林金結(右)土城競選總部成立大會,共同拉抬聲勢。","參選新北第10選區土城、三峽區立委的新北市議員林金結,今天成立土城競選總部,現場湧入近萬名支持者,手持國旗隨著台上「凍蒜、凍蒜」聲浪,一起搖旗吶喊,氣氛熱烈;","[{""name"": ""侯友宜"", ""party"": ""KMT""}, {""name"": ""國民黨"", ""party"": ""KMT""}]","[""兩岸|cross-strait""]",False,,01_Ho_ltn_news,2023-11-04 13:05:37,L1-05,5.3,l2_L2-02|l2_L2-04|has_speaker|has_target|claim|good_length,l1_gap_filling
_c53dab686dbe_u000,"談凱旋苑 朱立倫:綠營找不到侯友宜缺點轉攻擊侯妻 2023/12/27 16:35 (12/27 18:18 更新) (中央社記者蔡孟妤高雄27日電)對於國民黨總統候選人侯友宜凱旋苑爭議,國民黨主席朱立倫今天表示,民進黨是因為找不到侯友宜缺點,才轉而攻擊他的妻子,表示民進黨選情危急,最後關頭只好出奧步。",claim,,"朱立倫今天下午到國民黨高雄市黨部舉行行動中常會,並會前接受媒體聯訪;","[{""name"": ""侯友宜"", ""party"": ""KMT""}, {""name"": ""民進黨"", ""party"": ""DPP""}, {""name"": ""國民黨"", ""party"": ""KMT""}, {""name"": ""綠營"", ""party"": ""DPP""}]",[],False,,01_Ho_chinatimes_news,2023-12-27 16:35:00,L1-05,5.3,boundary_semantic|has_speaker|has_target|claim|good_length,l1_gap_filling
_b871e14414ac_u004,"侯友宜指出,賴清德說房價正在降,但民進黨執政8年,房價飆漲,有學生說領不到租屋補貼,賴清德卻要學生向房東說,請問這有同理心嗎。",claim,"總統候選人辯論會登場 賴侯柯發言一次看 侯友宜在第3階段交叉詰問的第3次提問時詢問賴清德,他說,賴清德曾說過照服員新台幣3萬多元的薪水,低薪做功德,也說過多數民眾的薪水有調,但賴清德是否知道有將近一半的25歲以下青年,每月薪水未達3萬元。","對此,賴清德表示,侯友宜特別提到照服員的薪水3萬多元,但照服員的薪水都已經提升到4萬多元,他當時的說法不是侯友宜剛剛所指稱的那個樣子。","[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""侯友宜"", ""party"": ""KMT""}, {""name"": ""民進黨"", ""party"": ""DPP""}]",[],False,,01_Ho_chinatimes_news,2023-12-30 16:54:00,L1-05,5.3,boundary_semantic|has_speaker|has_target|claim|good_length,l1_gap_filling
_c952ca2c2f09_u004,"民進黨內人士說,副總統參選人蕭美琴具同理心,溫暖、貼近人心的角色,也透過軟性行程與年輕人對話,雖然效果不是一蹴可幾,但至少年輕人聽得進去。",claim,"賴清德近來也嘗試上網紅節目,增進與年輕人交流,在傳統的造勢場合,也著墨育兒、醫療和交通安全等議題的政見。","賴清德競總輔選人士說,年輕人確實不滿,「我們看到了、也感受到了」,賴陣營前階段陸續推出相關政見,包括私校學費、租屋補助、社宅等,希望幫助年輕人。","[{""name"": ""蕭美琴"", ""party"": ""DPP""}, {""name"": ""民進黨"", ""party"": ""DPP""}]",[],False,,01_Ho_chinatimes_news,2023-12-13 14:26:00,L1-05,5.3,boundary_semantic|has_speaker|has_target|claim|good_length,l1_gap_filling
